                        ********************************
*     UNIVERSITY OF BOLO********************************




                        PROGRAM RICHARDS
                        ****************


  INFILTRATION IN HOMOGENEOUS COLUMN OF SAND                                    
              **************



 WATER ENTERED IN STEP:   4.2285E-03   CUM. WATER ENTERED:        7.1448E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            5.1420E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.7005E+01
 WATER BALANCE ERROR %:   1.0316E-07   NUMBER OF TIME STEPS :         400


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.001789E+01        2.697788E-01
         3    1    4.00        -2.004110E+01        2.697061E-01
         4    1    6.00        -2.007110E+01        2.696118E-01
         5    1    8.00        -2.010976E+01        2.694898E-01
         6    1   10.00        -2.015947E+01        2.693320E-01
         7    1   12.00        -2.022337E+01        2.691280E-01
         8    1   14.00        -2.030554E+01        2.688635E-01
         9    1   16.00        -2.041137E+01        2.685191E-01
        10    1   18.00        -2.054806E+01        2.680684E-01
        11    1   20.00        -2.072539E+01        2.674734E-01
        12    1   22.00        -2.095688E+01        2.666795E-01
        13    1   24.00        -2.126174E+01        2.656042E-01
        14    1   26.00        -2.166808E+01        2.641184E-01
        15    1   28.00        -2.221872E+01        2.620095E-01
        16    1   30.00        -2.298236E+01        2.589055E-01
        17    1   32.00        -2.407660E+01        2.541051E-01
        18    1   34.00        -2.571979E+01        2.461691E-01
        19    1   36.00        -2.835669E+01        2.319102E-01
        20    1   38.00        -3.294787E+01        2.045793E-01
        21    1   40.00        -4.121963E+01        1.583253E-01
        22    1   42.00        -5.434870E+01        1.127502E-01
        23    1   44.00        -7.128383E+01        8.960769E-02
        24    1   46.00        -8.720847E+01        8.183269E-02
        25    1   48.00        -9.602589E+01        7.971419E-02
        26    1   50.00        -9.897571E+01        7.919241E-02
        27    1   52.00        -9.975165E+01        7.906720E-02
        28    1   54.00        -9.994095E+01        7.903735E-02
        29    1   56.00        -9.998608E+01        7.903028E-02
        30    1   58.00        -9.999674E+01        7.902861E-02
        31    1   60.00        -9.999924E+01        7.902822E-02
        32    1   62.00        -9.999983E+01        7.902813E-02
        33    1   64.00        -9.999996E+01        7.902811E-02
        34    1   66.00        -9.999999E+01        7.902810E-02
        35    1   68.00        -1.000000E+02        7.902810E-02
        36    1   70.00        -1.000000E+02        7.902810E-02
        37    1   72.00        -1.000000E+02        7.902810E-02
        38    1   74.00        -1.000000E+02        7.902810E-02
        39    1   76.00        -1.000000E+02        7.902810E-02
        40    1   78.00        -1.000000E+02        7.902810E-02
        41    1   80.00        -1.000000E+02        7.902810E-02
        42    1   82.00        -1.000000E+02        7.902810E-02
        43    1   84.00        -1.000000E+02        7.902810E-02
        44    1   86.00        -1.000000E+02        7.902810E-02
        45    1   88.00        -1.000000E+02        7.902810E-02
        46    1   90.00        -1.000000E+02        7.902810E-02
        47    1   92.00        -1.000000E+02        7.902810E-02
        48    1   94.00        -1.000000E+02        7.902810E-02
        49    1   96.00        -1.000000E+02        7.902810E-02
        50    1   98.00        -1.000000E+02        7.902810E-02
        51    1  100.00        -1.000000E+02        7.902810E-02
        52    1  102.00        -1.000000E+02        7.902810E-02
        53    1  104.00        -1.000000E+02        7.902810E-02
        54    1  106.00        -1.000000E+02        7.902810E-02
        55    1  108.00        -1.000000E+02        7.902810E-02
        56    1  110.00        -1.000000E+02        7.902810E-02
        57    1  112.00        -1.000000E+02        7.902810E-02
        58    1  114.00        -1.000000E+02        7.902810E-02
        59    1  116.00        -1.000000E+02        7.902810E-02
        60    1  118.00        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     1.603E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.2151E-03   CUM. WATER ENTERED:        7.9996E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            5.8855E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.7859E+01
 WATER BALANCE ERROR %:   9.0251E-08   NUMBER OF TIME STEPS :         437


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.001052E+01        2.698019E-01
         3    1    4.00        -2.002415E+01        2.697592E-01
         4    1    6.00        -2.004174E+01        2.697041E-01
         5    1    8.00        -2.006436E+01        2.696330E-01
         6    1   10.00        -2.009337E+01        2.695415E-01
         7    1   12.00        -2.013054E+01        2.694239E-01
         8    1   14.00        -2.017811E+01        2.692727E-01
         9    1   16.00        -2.023902E+01        2.690778E-01
        10    1   18.00        -2.031708E+01        2.688261E-01
        11    1   20.00        -2.041731E+01        2.684997E-01
        12    1   22.00        -2.054643E+01        2.680738E-01
        13    1   24.00        -2.071348E+01        2.675137E-01
        14    1   26.00        -2.093094E+01        2.667695E-01
        15    1   28.00        -2.121637E+01        2.657664E-01
        16    1   30.00        -2.159529E+01        2.643889E-01
        17    1   32.00        -2.210615E+01        2.624495E-01
        18    1   34.00        -2.280973E+01        2.596252E-01
        19    1   36.00        -2.380822E+01        2.553199E-01
        20    1   38.00        -2.528702E+01        2.483388E-01
        21    1   40.00        -2.761437E+01        2.360842E-01
        22    1   42.00        -3.157772E+01        2.128780E-01
        23    1   44.00        -3.871721E+01        1.711430E-01
        24    1   46.00        -5.052555E+01        1.225564E-01
        25    1   48.00        -6.663723E+01        9.368300E-02
        26    1   50.00        -8.343947E+01        8.308918E-02
        27    1   52.00        -9.435193E+01        8.004610E-02
        28    1   54.00        -9.847675E+01        7.927545E-02
        29    1   56.00        -9.962214E+01        7.908777E-02
        30    1   58.00        -9.990860E+01        7.904243E-02
        31    1   60.00        -9.997810E+01        7.903153E-02
        32    1   62.00        -9.999478E+01        7.902892E-02
        33    1   64.00        -9.999876E+01        7.902829E-02
        34    1   66.00        -9.999971E+01        7.902815E-02
        35    1   68.00        -9.999993E+01        7.902811E-02
        36    1   70.00        -9.999998E+01        7.902810E-02
        37    1   72.00        -1.000000E+02        7.902810E-02
        38    1   74.00        -1.000000E+02        7.902810E-02
        39    1   76.00        -1.000000E+02        7.902810E-02
        40    1   78.00        -1.000000E+02        7.902810E-02
        41    1   80.00        -1.000000E+02        7.902810E-02
        42    1   82.00        -1.000000E+02        7.902810E-02
        43    1   84.00        -1.000000E+02        7.902810E-02
        44    1   86.00        -1.000000E+02        7.902810E-02
        45    1   88.00        -1.000000E+02        7.902810E-02
        46    1   90.00        -1.000000E+02        7.902810E-02
        47    1   92.00        -1.000000E+02        7.902810E-02
        48    1   94.00        -1.000000E+02        7.902810E-02
        49    1   96.00        -1.000000E+02        7.902810E-02
        50    1   98.00        -1.000000E+02        7.902810E-02
        51    1  100.00        -1.000000E+02        7.902810E-02
        52    1  102.00        -1.000000E+02        7.902810E-02
        53    1  104.00        -1.000000E+02        7.902810E-02
        54    1  106.00        -1.000000E+02        7.902810E-02
        55    1  108.00        -1.000000E+02        7.902810E-02
        56    1  110.00        -1.000000E+02        7.902810E-02
        57    1  112.00        -1.000000E+02        7.902810E-02
        58    1  114.00        -1.000000E+02        7.902810E-02
        59    1  116.00        -1.000000E+02        7.902810E-02
        60    1  118.00        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     1.803E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.2073E-03   CUM. WATER ENTERED:        8.8400E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            6.6183E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.8698E+01
 WATER BALANCE ERROR %:   7.7880E-08   NUMBER OF TIME STEPS :         458


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.000628E+01        2.698152E-01
         3    1    4.00        -2.001441E+01        2.697897E-01
         4    1    6.00        -2.002489E+01        2.697569E-01
         5    1    8.00        -2.003836E+01        2.697147E-01
         6    1   10.00        -2.005560E+01        2.696605E-01
         7    1   12.00        -2.007765E+01        2.695911E-01
         8    1   14.00        -2.010580E+01        2.695023E-01
         9    1   16.00        -2.014171E+01        2.693885E-01
        10    1   18.00        -2.018754E+01        2.692426E-01
        11    1   20.00        -2.024606E+01        2.690552E-01
        12    1   22.00        -2.032088E+01        2.688138E-01
        13    1   24.00        -2.041676E+01        2.685015E-01
        14    1   26.00        -2.054001E+01        2.680951E-01
        15    1   28.00        -2.069915E+01        2.675622E-01
        16    1   30.00        -2.090584E+01        2.668563E-01
        17    1   32.00        -2.117644E+01        2.659085E-01
        18    1   34.00        -2.153454E+01        2.646133E-01
        19    1   36.00        -2.201538E+01        2.628010E-01
        20    1   38.00        -2.267403E+01        2.601836E-01
        21    1   40.00        -2.360173E+01        2.562382E-01
        22    1   42.00        -2.496107E+01        2.499365E-01
        23    1   44.00        -2.706817E+01        2.390816E-01
        24    1   46.00        -3.059013E+01        2.188233E-01
        25    1   48.00        -3.688923E+01        1.812652E-01
        26    1   50.00        -4.760656E+01        1.318075E-01
        27    1   52.00        -6.284534E+01        9.803156E-02
        28    1   54.00        -7.990459E+01        8.453376E-02
        29    1   56.00        -9.248988E+01        8.044989E-02
        30    1   58.00        -9.786392E+01        7.938025E-02
        31    1   60.00        -9.945515E+01        7.911449E-02
        32    1   62.00        -9.986566E+01        7.904919E-02
        33    1   64.00        -9.996727E+01        7.903323E-02
        34    1   66.00        -9.999208E+01        7.902934E-02
        35    1   68.00        -9.999809E+01        7.902840E-02
        36    1   70.00        -9.999954E+01        7.902817E-02
        37    1   72.00        -9.999989E+01        7.902812E-02
        38    1   74.00        -9.999997E+01        7.902810E-02
        39    1   76.00        -9.999999E+01        7.902810E-02
        40    1   78.00        -1.000000E+02        7.902810E-02
        41    1   80.00        -1.000000E+02        7.902810E-02
        42    1   82.00        -1.000000E+02        7.902810E-02
        43    1   84.00        -1.000000E+02        7.902810E-02
        44    1   86.00        -1.000000E+02        7.902810E-02
        45    1   88.00        -1.000000E+02        7.902810E-02
        46    1   90.00        -1.000000E+02        7.902810E-02
        47    1   92.00        -1.000000E+02        7.902810E-02
        48    1   94.00        -1.000000E+02        7.902810E-02
        49    1   96.00        -1.000000E+02        7.902810E-02
        50    1   98.00        -1.000000E+02        7.902810E-02
        51    1  100.00        -1.000000E+02        7.902810E-02
        52    1  102.00        -1.000000E+02        7.902810E-02
        53    1  104.00        -1.000000E+02        7.902810E-02
        54    1  106.00        -1.000000E+02        7.902810E-02
        55    1  108.00        -1.000000E+02        7.902810E-02
        56    1  110.00        -1.000000E+02        7.902810E-02
        57    1  112.00        -1.000000E+02        7.902810E-02
        58    1  114.00        -1.000000E+02        7.902810E-02
        59    1  116.00        -1.000000E+02        7.902810E-02
        60    1  118.00        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     2.005E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.2027E-03   CUM. WATER ENTERED:        9.6900E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            7.3605E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.9548E+01
 WATER BALANCE ERROR %:   6.7836E-08   NUMBER OF TIME STEPS :         480


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.000373E+01        2.698231E-01
         3    1    4.00        -2.000856E+01        2.698080E-01
         4    1    6.00        -2.001479E+01        2.697885E-01
         5    1    8.00        -2.002278E+01        2.697635E-01
         6    1   10.00        -2.003300E+01        2.697315E-01
         7    1   12.00        -2.004605E+01        2.696905E-01
         8    1   14.00        -2.006269E+01        2.696382E-01
         9    1   16.00        -2.008388E+01        2.695715E-01
        10    1   18.00        -2.011085E+01        2.694863E-01
        11    1   20.00        -2.014517E+01        2.693775E-01
        12    1   22.00        -2.018887E+01        2.692384E-01
        13    1   24.00        -2.024455E+01        2.690601E-01
        14    1   26.00        -2.031563E+01        2.688308E-01
        15    1   28.00        -2.040655E+01        2.685349E-01
        16    1   30.00        -2.052324E+01        2.681507E-01
        17    1   32.00        -2.067362E+01        2.676483E-01
        18    1   34.00        -2.086853E+01        2.669848E-01
        19    1   36.00        -2.112308E+01        2.660975E-01
        20    1   38.00        -2.145887E+01        2.648909E-01
        21    1   40.00        -2.190793E+01        2.632132E-01
        22    1   42.00        -2.251968E+01        2.608108E-01
        23    1   44.00        -2.337482E+01        2.572307E-01
        24    1   46.00        -2.461444E+01        2.515997E-01
        25    1   48.00        -2.650697E+01        2.420885E-01
        26    1   50.00        -2.960970E+01        2.246476E-01
        27    1   52.00        -3.509592E+01        1.916881E-01
        28    1   54.00        -4.468683E+01        1.428127E-01
        29    1   56.00        -5.895534E+01        1.037632E-01
        30    1   58.00        -7.600158E+01        8.651139E-02
        31    1   60.00        -9.016566E+01        8.101140E-02
        32    1   62.00        -9.704094E+01        7.952603E-02
        33    1   64.00        -9.922496E+01        7.915167E-02
        34    1   66.00        -9.980566E+01        7.905865E-02
        35    1   68.00        -9.995194E+01        7.903563E-02
        36    1   70.00        -9.998819E+01        7.902995E-02
        37    1   72.00        -9.999711E+01        7.902855E-02
        38    1   74.00        -9.999930E+01        7.902821E-02
        39    1   76.00        -9.999983E+01        7.902813E-02
        40    1   78.00        -9.999996E+01        7.902811E-02
        41    1   80.00        -9.999999E+01        7.902810E-02
        42    1   82.00        -1.000000E+02        7.902810E-02
        43    1   84.00        -1.000000E+02        7.902810E-02
        44    1   86.00        -1.000000E+02        7.902810E-02
        45    1   88.00        -1.000000E+02        7.902810E-02
        46    1   90.00        -1.000000E+02        7.902810E-02
        47    1   92.00        -1.000000E+02        7.902810E-02
        48    1   94.00        -1.000000E+02        7.902810E-02
        49    1   96.00        -1.000000E+02        7.902810E-02
        50    1   98.00        -1.000000E+02        7.902810E-02
        51    1  100.00        -1.000000E+02        7.902810E-02
        52    1  102.00        -1.000000E+02        7.902810E-02
        53    1  104.00        -1.000000E+02        7.902810E-02
        54    1  106.00        -1.000000E+02        7.902810E-02
        55    1  108.00        -1.000000E+02        7.902810E-02
        56    1  110.00        -1.000000E+02        7.902810E-02
        57    1  112.00        -1.000000E+02        7.902810E-02
        58    1  114.00        -1.000000E+02        7.902810E-02
        59    1  116.00        -1.000000E+02        7.902810E-02
        60    1  118.00        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     2.205E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.2000E-03   CUM. WATER ENTERED:        1.0532E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            8.0961E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.0389E+01
 WATER BALANCE ERROR %:   6.0598E-08   NUMBER OF TIME STEPS :         502


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.000223E+01        2.698278E-01
         3    1    4.00        -2.000512E+01        2.698188E-01
         4    1    6.00        -2.000884E+01        2.698071E-01
         5    1    8.00        -2.001361E+01        2.697922E-01
         6    1   10.00        -2.001972E+01        2.697731E-01
         7    1   12.00        -2.002751E+01        2.697487E-01
         8    1   14.00        -2.003743E+01        2.697176E-01
         9    1   16.00        -2.005004E+01        2.696780E-01
        10    1   18.00        -2.006608E+01        2.696276E-01
        11    1   20.00        -2.008645E+01        2.695634E-01
        12    1   22.00        -2.011231E+01        2.694817E-01
        13    1   24.00        -2.014517E+01        2.693775E-01
        14    1   26.00        -2.018695E+01        2.692445E-01
        15    1   28.00        -2.024012E+01        2.690743E-01
        16    1   30.00        -2.030789E+01        2.688559E-01
        17    1   32.00        -2.039449E+01        2.685743E-01
        18    1   34.00        -2.050548E+01        2.682095E-01
        19    1   36.00        -2.064832E+01        2.677334E-01
        20    1   38.00        -2.083316E+01        2.671063E-01
        21    1   40.00        -2.107407E+01        2.662702E-01
        22    1   42.00        -2.139108E+01        2.651378E-01
        23    1   44.00        -2.181363E+01        2.635716E-01
        24    1   46.00        -2.238673E+01        2.613443E-01
        25    1   48.00        -2.318295E+01        2.580561E-01
        26    1   50.00        -2.432721E+01        2.529493E-01
        27    1   52.00        -2.605271E+01        2.444638E-01
        28    1   54.00        -2.883533E+01        2.291648E-01
        29    1   56.00        -3.368685E+01        2.001135E-01
        30    1   58.00        -4.229566E+01        1.532243E-01
        31    1   60.00        -5.561462E+01        1.100035E-01
        32    1   62.00        -7.238474E+01        8.880350E-02
        33    1   64.00        -8.772383E+01        8.168007E-02
        34    1   66.00        -9.610056E+01        7.970002E-02
        35    1   68.00        -9.895561E+01        7.919571E-02
        36    1   70.00        -9.973525E+01        7.906979E-02
        37    1   72.00        -9.993395E+01        7.903845E-02
        38    1   74.00        -9.998362E+01        7.903066E-02
        39    1   76.00        -9.999595E+01        7.902873E-02
        40    1   78.00        -9.999900E+01        7.902826E-02
        41    1   80.00        -9.999975E+01        7.902814E-02
        42    1   82.00        -9.999994E+01        7.902811E-02
        43    1   84.00        -9.999999E+01        7.902810E-02
        44    1   86.00        -1.000000E+02        7.902810E-02
        45    1   88.00        -1.000000E+02        7.902810E-02
        46    1   90.00        -1.000000E+02        7.902810E-02
        47    1   92.00        -1.000000E+02        7.902810E-02
        48    1   94.00        -1.000000E+02        7.902810E-02
        49    1   96.00        -1.000000E+02        7.902810E-02
        50    1   98.00        -1.000000E+02        7.902810E-02
        51    1  100.00        -1.000000E+02        7.902810E-02
        52    1  102.00        -1.000000E+02        7.902810E-02
        53    1  104.00        -1.000000E+02        7.902810E-02
        54    1  106.00        -1.000000E+02        7.902810E-02
        55    1  108.00        -1.000000E+02        7.902810E-02
        56    1  110.00        -1.000000E+02        7.902810E-02
        57    1  112.00        -1.000000E+02        7.902810E-02
        58    1  114.00        -1.000000E+02        7.902810E-02
        59    1  116.00        -1.000000E+02        7.902810E-02
        60    1  118.00        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     2.400E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1984E-03   CUM. WATER ENTERED:        1.1350E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            8.8116E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.1206E+01
 WATER BALANCE ERROR %:  -7.6695E-08   NUMBER OF TIME STEPS :         535


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.000135E+01        2.698305E-01
         3    1    4.00        -2.000311E+01        2.698251E-01
         4    1    6.00        -2.000537E+01        2.698180E-01
         5    1    8.00        -2.000827E+01        2.698089E-01
         6    1   10.00        -2.001197E+01        2.697973E-01
         7    1   12.00        -2.001670E+01        2.697826E-01
         8    1   14.00        -2.002271E+01        2.697637E-01
         9    1   16.00        -2.003036E+01        2.697398E-01
        10    1   18.00        -2.004007E+01        2.697093E-01
        11    1   20.00        -2.005239E+01        2.696706E-01
        12    1   22.00        -2.006801E+01        2.696215E-01
        13    1   24.00        -2.008782E+01        2.695590E-01
        14    1   26.00        -2.011295E+01        2.694796E-01
        15    1   28.00        -2.014484E+01        2.693786E-01
        16    1   30.00        -2.018533E+01        2.692497E-01
        17    1   32.00        -2.023682E+01        2.690849E-01
        18    1   34.00        -2.030240E+01        2.688736E-01
        19    1   36.00        -2.038612E+01        2.686017E-01
        20    1   38.00        -2.049333E+01        2.682497E-01
        21    1   40.00        -2.063118E+01        2.677909E-01
        22    1   42.00        -2.080935E+01        2.671877E-01
        23    1   44.00        -2.104125E+01        2.663853E-01
        24    1   46.00        -2.134588E+01        2.653015E-01
        25    1   48.00        -2.175099E+01        2.638078E-01
        26    1   50.00        -2.229877E+01        2.616938E-01
        27    1   52.00        -2.305664E+01        2.585926E-01
        28    1   54.00        -2.413936E+01        2.538176E-01
        29    1   56.00        -2.575842E+01        2.459728E-01
        30    1   58.00        -2.833995E+01        2.320055E-01
        31    1   60.00        -3.279291E+01        2.055178E-01
        32    1   62.00        -4.075403E+01        1.606110E-01
        33    1   64.00        -5.340560E+01        1.149492E-01
        34    1   66.00        -6.985828E+01        9.073395E-02
        35    1   68.00        -8.582327E+01        8.226461E-02
        36    1   70.00        -9.529556E+01        7.985558E-02
        37    1   72.00        -9.871507E+01        7.923554E-02
        38    1   74.00        -9.967135E+01        7.907994E-02
        39    1   76.00        -9.991751E+01        7.904103E-02
        40    1   78.00        -9.997942E+01        7.903132E-02
        41    1   80.00        -9.999488E+01        7.902890E-02
        42    1   82.00        -9.999873E+01        7.902830E-02
        43    1   84.00        -9.999969E+01        7.902815E-02
        44    1   86.00        -9.999992E+01        7.902811E-02
        45    1   88.00        -9.999998E+01        7.902810E-02
        46    1   90.00        -1.000000E+02        7.902810E-02
        47    1   92.00        -1.000000E+02        7.902810E-02
        48    1   94.00        -1.000000E+02        7.902810E-02
        49    1   96.00        -1.000000E+02        7.902810E-02
        50    1   98.00        -1.000000E+02        7.902810E-02
        51    1  100.00        -1.000000E+02        7.902810E-02
        52    1  102.00        -1.000000E+02        7.902810E-02
        53    1  104.00        -1.000000E+02        7.902810E-02
        54    1  106.00        -1.000000E+02        7.902810E-02
        55    1  108.00        -1.000000E+02        7.902810E-02
        56    1  110.00        -1.000000E+02        7.902810E-02
        57    1  112.00        -1.000000E+02        7.902810E-02
        58    1  114.00        -1.000000E+02        7.902810E-02
        59    1  116.00        -1.000000E+02        7.902810E-02
        60    1  118.00        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     2.608E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1974E-03   CUM. WATER ENTERED:        1.2223E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            9.5752E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.2079E+01
 WATER BALANCE ERROR %:  -1.3537E-07   NUMBER OF TIME STEPS :         610


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.000080E+01        2.698323E-01
         3    1    4.00        -2.000182E+01        2.698291E-01
         4    1    6.00        -2.000315E+01        2.698249E-01
         5    1    8.00        -2.000485E+01        2.698196E-01
         6    1   10.00        -2.000702E+01        2.698128E-01
         7    1   12.00        -2.000979E+01        2.698042E-01
         8    1   14.00        -2.001332E+01        2.697931E-01
         9    1   16.00        -2.001780E+01        2.697791E-01
        10    1   18.00        -2.002348E+01        2.697613E-01
        11    1   20.00        -2.003069E+01        2.697387E-01
        12    1   22.00        -2.003982E+01        2.697101E-01
        13    1   24.00        -2.005139E+01        2.696738E-01
        14    1   26.00        -2.006604E+01        2.696277E-01
        15    1   28.00        -2.008459E+01        2.695692E-01
        16    1   30.00        -2.010810E+01        2.694950E-01
        17    1   32.00        -2.013790E+01        2.694006E-01
        18    1   34.00        -2.017570E+01        2.692804E-01
        19    1   36.00        -2.022374E+01        2.691268E-01
        20    1   38.00        -2.028486E+01        2.689303E-01
        21    1   40.00        -2.036281E+01        2.686777E-01
        22    1   42.00        -2.046251E+01        2.683513E-01
        23    1   44.00        -2.059052E+01        2.679270E-01
        24    1   46.00        -2.075568E+01        2.673706E-01
        25    1   48.00        -2.097018E+01        2.666333E-01
        26    1   50.00        -2.125113E+01        2.656422E-01
        27    1   52.00        -2.162332E+01        2.642850E-01
        28    1   54.00        -2.212395E+01        2.623802E-01
        29    1   56.00        -2.281160E+01        2.596174E-01
        30    1   58.00        -2.378404E+01        2.554282E-01
        31    1   60.00        -2.521720E+01        2.486837E-01
        32    1   62.00        -2.745681E+01        2.369556E-01
        33    1   64.00        -3.123562E+01        2.149437E-01
        34    1   66.00        -3.800517E+01        1.750166E-01
        35    1   68.00        -4.930084E+01        1.262365E-01
        36    1   70.00        -6.495485E+01        9.548162E-02
        37    1   72.00        -8.180347E+01        8.372188E-02
        38    1   74.00        -9.345060E+01        8.023677E-02
        39    1   76.00        -9.815674E+01        7.932978E-02
        40    1   78.00        -9.952579E+01        7.910316E-02
        41    1   80.00        -9.988091E+01        7.904679E-02
        42    1   82.00        -9.997026E+01        7.903276E-02
        43    1   84.00        -9.999258E+01        7.902926E-02
        44    1   86.00        -9.999815E+01        7.902839E-02
        45    1   88.00        -9.999954E+01        7.902817E-02
        46    1   90.00        -9.999989E+01        7.902812E-02
        47    1   92.00        -9.999997E+01        7.902810E-02
        48    1   94.00        -9.999999E+01        7.902810E-02
        49    1   96.00        -1.000000E+02        7.902810E-02
        50    1   98.00        -1.000000E+02        7.902810E-02
        51    1  100.00        -1.000000E+02        7.902810E-02
        52    1  102.00        -1.000000E+02        7.902810E-02
        53    1  104.00        -1.000000E+02        7.902810E-02
        54    1  106.00        -1.000000E+02        7.902810E-02
        55    1  108.00        -1.000000E+02        7.902810E-02
        56    1  110.00        -1.000000E+02        7.902810E-02
        57    1  112.00        -1.000000E+02        7.902810E-02
        58    1  114.00        -1.000000E+02        7.902810E-02
        59    1  116.00        -1.000000E+02        7.902810E-02
        60    1  118.00        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     2.806E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1968E-03   CUM. WATER ENTERED:        1.3053E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.0301E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.2908E+01
 WATER BALANCE ERROR %:  -1.2724E-07   NUMBER OF TIME STEPS :         630


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.000048E+01        2.698333E-01
         3    1    4.00        -2.000110E+01        2.698313E-01
         4    1    6.00        -2.000190E+01        2.698288E-01
         5    1    8.00        -2.000293E+01        2.698256E-01
         6    1   10.00        -2.000424E+01        2.698215E-01
         7    1   12.00        -2.000592E+01        2.698163E-01
         8    1   14.00        -2.000804E+01        2.698096E-01
         9    1   16.00        -2.001075E+01        2.698012E-01
        10    1   18.00        -2.001418E+01        2.697904E-01
        11    1   20.00        -2.001853E+01        2.697768E-01
        12    1   22.00        -2.002404E+01        2.697596E-01
        13    1   24.00        -2.003101E+01        2.697377E-01
        14    1   26.00        -2.003984E+01        2.697100E-01
        15    1   28.00        -2.005101E+01        2.696750E-01
        16    1   30.00        -2.006514E+01        2.696305E-01
        17    1   32.00        -2.008303E+01        2.695742E-01
        18    1   34.00        -2.010567E+01        2.695027E-01
        19    1   36.00        -2.013436E+01        2.694118E-01
        20    1   38.00        -2.017075E+01        2.692961E-01
        21    1   40.00        -2.021695E+01        2.691486E-01
        22    1   42.00        -2.027571E+01        2.689598E-01
        23    1   44.00        -2.035059E+01        2.687174E-01
        24    1   46.00        -2.044631E+01        2.684046E-01
        25    1   48.00        -2.056910E+01        2.679984E-01
        26    1   50.00        -2.072736E+01        2.674667E-01
        27    1   52.00        -2.093261E+01        2.667637E-01
        28    1   54.00        -2.120097E+01        2.658213E-01
        29    1   56.00        -2.155565E+01        2.645355E-01
        30    1   58.00        -2.203126E+01        2.627397E-01
        31    1   60.00        -2.268175E+01        2.601520E-01
        32    1   62.00        -2.359617E+01        2.562627E-01
        33    1   64.00        -2.493245E+01        2.500752E-01
        34    1   66.00        -2.699578E+01        2.394738E-01
        35    1   68.00        -3.042630E+01        2.198031E-01
        36    1   70.00        -3.653431E+01        1.832939E-01
        37    1   72.00        -4.696079E+01        1.340846E-01
        38    1   74.00        -6.190608E+01        9.928463E-02
        39    1   76.00        -7.889457E+01        8.500308E-02
        40    1   78.00        -9.185236E+01        8.059723E-02
        41    1   80.00        -9.761847E+01        7.942311E-02
        42    1   82.00        -9.937867E+01        7.912680E-02
